Food Name,Sample Code,Product Description,Food Group,Product Net Quantity,Product Net Quantity Unit,Province/Territory of Origin,Country of Origin,Best Before Date,Production Date,Intended Use,Method of Production,Physico-chemical,Sample Type,Sub Sample,Sample Comments,Packaging Type,Packaging Material,Packaging Condition,More Sample Info 1,More Sample Info 2,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,% Recovery,Basis for Result,Quality Assurance,Result Comments,Lab Name,Analysis Completion Date,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
"Apple Sauce, canned",TDS2021-HH02-Radionuclide,"HH02 Applesauce, canned (Sweetened apple sauce)/Compote de pommes en conserve (compote de pommes sucrée)",Canned,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,5.88,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Apple Sauce, canned",TDS2021-HH02-Radionuclide,"HH02 Applesauce, canned (Sweetened apple sauce)/Compote de pommes en conserve (compote de pommes sucrée)",Canned,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,=,17.62822,Bq/Kg,Potassium-40,Radionuclides,,,12.1,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
Asparagus,TDS2021-GG23-Radionuclide,GG23 Asparagus (Cooked asparagus)/Asperges (asperges cuites),"Fresh Vegetables, Remaining",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.645,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
Asparagus,TDS2021-GG23-Radionuclide,GG23 Asparagus (Cooked asparagus)/Asperges (asperges cuites),"Fresh Vegetables, Remaining",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.715,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
Asparagus,TDS2021-GG23-Radionuclide,GG23 Asparagus (Cooked asparagus)/Asperges (asperges cuites),"Fresh Vegetables, Remaining",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.767,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
Asparagus,TDS2021-GG23-Radionuclide,GG23 Asparagus (Cooked asparagus)/Asperges (asperges cuites),"Fresh Vegetables, Remaining",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.558,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
Asparagus,TDS2021-GG23-Radionuclide,GG23 Asparagus (Cooked asparagus)/Asperges (asperges cuites),"Fresh Vegetables, Remaining",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,6.38,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
Asparagus,TDS2021-GG23-Radionuclide,GG23 Asparagus (Cooked asparagus)/Asperges (asperges cuites),"Fresh Vegetables, Remaining",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,=,36.49651,Bq/Kg,Potassium-40,Radionuclides,,,10.9,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2021-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.625,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2021-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.659,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2021-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.744,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2021-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.611,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2021-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,6.78,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2021-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,=,39.77017,Bq/Kg,Potassium-40,Radionuclides,,,12.4,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2021-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)/Repas : viande ou volaille + légume (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.678,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2021-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)/Repas : viande ou volaille + légume (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.767,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2021-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)/Repas : viande ou volaille + légume (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.816,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2021-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)/Repas : viande ou volaille + légume (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.601,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2021-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)/Repas : viande ou volaille + légume (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,6.34,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2021-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)/Repas : viande ou volaille + légume (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,=,21.37578,Bq/Kg,Potassium-40,Radionuclides,,,13.5,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry Or Eggs",TDS2021-LL08-Radionuclide,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.659,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry Or Eggs",TDS2021-LL08-Radionuclide,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.711,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry Or Eggs",TDS2021-LL08-Radionuclide,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.799,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry Or Eggs",TDS2021-LL08-Radionuclide,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.607,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry Or Eggs",TDS2021-LL08-Radionuclide,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,6.87,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
"Baby Food, Dinners, Meat Or Poultry Or Eggs",TDS2021-LL08-Radionuclide,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2021-11-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,=,13.82044,Bq/Kg,Potassium-40,Radionuclides,,,15.2,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2023-11-04,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2021.Radionuclides,Total Diet Study 2021 Radionuclides,Radionuclides in 2021 Total Diet Study - Ottawa,Health Canada
